Point ID,Points_0,Points_1,Points_2,Points_Magnitude,displacement_0,displacement_1,displacement_2,displacement_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude
0,-88042.8,35925.9,0,95090.5,-0.0136146,0.00598702,0.0020505,0.0150135,-7.36547e-12,3.17775e-12,-5.55984e-12,9.76013e-12
1,-87111,52500.1,0,101708,-0.00927498,0.00566345,0.0015053,0.0109711,-6.63938e-12,4.63161e-12,-1.31705e-12,8.2017e-12
2,-74638.7,45062.8,0,87187.1,-0.0171138,0.0104952,0.00275962,0.0202644,-7.71978e-12,4.47256e-12,-1.06548e-11,1.38969e-11
3,-112988,95412.8,0,147885,-0.00183142,0.00186993,0.000559504,0.00267652,-2.62041e-12,2.80865e-12,2.26428e-12,4.45893e-12
4,122585,-150000,0,193719,0.000686788,0,0.000445326,0.000818531,1.19163e-12,0,2.14003e-12,2.44944e-12
5,-73503.3,60039,0,94907.4,-0.0107772,0.00886618,0.00191606,0.0140865,-6.17492e-12,5.37467e-12,-4.66928e-12,9.42438e-12
6,52500.7,87111.4,0,101709,0.00563021,0.00969357,0.0015376,0.011315,4.15461e-12,6.61681e-12,-1.6557e-12,7.98651e-12
7,60041.1,73504.9,0,94910,0.00870411,0.0108681,0.00214303,0.014088,5.0227e-12,6.73392e-12,-4.56908e-12,9.56293e-12
8,45064.1,74639.7,0,87188.6,0.0108067,0.0172786,0.00207713,0.0204853,4.51365e-12,7.72084e-12,-1.17926e-11,1.48003e-11
9,-114318,73854.6,0,136099,-0.00272752,0.00238537,0.000786743,0.00370788,-3.45355e-12,3.41399e-12,2.57446e-12,5.49638e-12
10,-93066.1,82416,0,124313,-0.00377038,0.00349078,0.0014135,0.0053291,-4.37924e-12,4.33779e-12,3.30205e-12,6.99269e-12
11,-75377.2,30343.4,0,81255.5,-0.0246728,0.0101363,0.00296742,0.0268384,-9.9287e-12,3.9985e-12,-1.87217e-11,2.15654e-11
12,-63699.6,38111.9,0,74230.4,-0.0309133,0.017348,0.00405276,0.0356793,-1.18646e-11,5.94092e-12,-2.91559e-11,3.20333e-11
13,37449.2,-39392.6,0,54352.7,0.079841,-0.0866617,0.0396443,0.124324,5.10384e-11,-5.69692e-11,-4.20281e-11,8.72741e-11
14,29861.7,-40130.5,0,50021.8,0.0925796,-0.12636,0.0654724,0.169778,6.59851e-11,-9.08753e-11,-1.71581e-11,1.13608e-10
15,32757.3,-33495.5,0,46850.8,0.13861,-0.142727,0.0993568,0.222386,1.06348e-10,-1.11132e-10,2.57869e-11,1.55965e-10
16,-5849.89,118265,0,118409,-0.000363701,0.00551809,0.00114581,0.00564752,-4.01255e-13,4.64098e-12,2.15547e-12,5.13281e-12
17,88672.4,19175.4,0,90722,0.0166553,0.0033688,0.000909149,0.0170169,7.47685e-12,1.40745e-12,-9.16247e-12,1.19095e-11
18,84268.6,37659.3,0,92300.7,0.0138642,0.00630343,0.00236158,0.0154119,6.82984e-12,3.22681e-12,-5.04874e-12,9.08564e-12
19,75656.1,22514.3,0,78935,0.0271479,0.00854836,0.0038688,0.0287237,9.16235e-12,2.39357e-12,-2.14455e-11,2.34433e-11
20,38399.8,-133138,0,138565,0.00139731,-0.00201694,0.00102239,0.00265816,2.04255e-12,-2.40831e-12,3.2799e-12,4.55299e-12
21,30776.7,-150000,0,153125,0.000972273,0,0.0010654,0.00144235,1.47712e-12,0,3.42687e-12,3.73166e-12
