Point ID,Points_0,Points_1,Points_2,Points_Magnitude,displacement_0,displacement_1,displacement_2,displacement_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude
709,382.766,66.3699,0,388.477,0.0256635,0.00237633,3.75206,3.75215,1.36464e-11,2.16676e-13,3.04937e-09,3.0494e-09
708,-1021.8,-284.459,0,1060.65,-0.0740983,-0.0206903,3.7483,3.74909,-4.16457e-11,-1.22984e-11,3.04663e-09,3.04694e-09
287,-450.339,1032.48,0,1126.42,-0.0338376,0.0698652,3.74522,3.74603,-1.93145e-11,3.72908e-11,3.04448e-09,3.04477e-09
525,-75.397,-1293.76,0,1295.95,-0.00497848,-0.0934595,3.74126,3.74243,-3.01484e-12,-5.26923e-11,3.04124e-09,3.0417e-09
526,1331.26,-854.261,0,1581.78,0.093629,-0.0637223,3.73996,3.74168,5.13743e-11,-3.64932e-11,3.04041e-09,3.04106e-09
795,1692.95,502.61,0,1765.99,0.117648,0.0337239,3.73768,3.73968,6.45003e-11,1.76572e-11,3.0389e-09,3.03964e-09
665,786.595,1303.35,0,1522.32,0.0545022,0.0907684,3.73726,3.73876,2.96996e-11,4.92688e-11,3.03859e-09,3.03914e-09
435,-1843.9,869.333,0,2038.56,-0.130725,0.0581589,3.73218,3.73492,-7.27307e-11,3.07054e-11,3.03503e-09,3.03606e-09
338,61.5977,2002.4,0,2003.35,0.00300761,0.138982,3.72958,3.73217,1.25213e-12,7.5742e-11,3.0331e-09,3.03405e-09
286,-1105.77,2243.64,0,2501.33,-0.07939,0.155125,3.721,3.72508,-4.44044e-11,8.45245e-11,3.02696e-09,3.02847e-09
121,-1628.01,-1866.42,0,2476.68,-0.11523,-0.128793,3.72098,3.72499,-6.42872e-11,-7.15215e-11,3.02645e-09,3.02797e-09
339,1945.71,1720.64,0,2597.39,0.13528,0.117985,3.71742,3.72175,7.42732e-11,6.40973e-11,3.02423e-09,3.02582e-09
250,1068.86,2496.2,0,2715.41,0.0748635,0.174681,3.71491,3.71977,4.12454e-11,9.59379e-11,3.02252e-09,3.02433e-09
524,867.887,-2272.32,0,2432.42,0.0604068,-0.16099,3.71522,3.7192,3.2872e-11,-8.97665e-11,3.02196e-09,3.02347e-09
805,-2515.9,-514.758,0,2568.02,-0.178627,-0.0389388,3.71434,3.71884,-9.94913e-11,-2.2928e-11,3.02157e-09,3.0233e-09
520,2740.11,-291.545,0,2755.57,0.193664,-0.0249168,3.71216,3.71729,1.0706e-10,-1.52615e-11,3.02037e-09,3.02231e-09
501,-397.431,-2543.84,0,2574.69,-0.0307196,-0.17933,3.71268,3.71713,-1.79162e-11,-9.98766e-11,3.02018e-09,3.02188e-09
251,8.63932,2936.33,0,2936.35,-0.000816819,0.203902,3.70614,3.71175,-8.28897e-13,1.11709e-10,3.01614e-09,3.01821e-09
635,2350.58,-1826.23,0,2976.63,0.164865,-0.129904,3.70514,3.71108,9.0747e-11,-7.28094e-11,3.01505e-09,3.0173e-09
521,2916.61,1074.33,0,3108.18,0.203967,0.0725732,3.70067,3.707,1.12437e-10,3.90677e-11,3.01197e-09,3.01432e-09
318,-2662.29,2059.49,0,3365.9,-0.188804,0.141976,3.69451,3.70205,-1.05157e-10,7.73089e-11,3.0075e-09,3.01033e-09
648,2122.09,2657.41,0,3400.75,0.148182,0.184227,3.69117,3.69873,8.17682e-11,1.01154e-10,3.0052e-09,3.00801e-09
713,-3329.95,686.841,0,3400.05,-0.233212,0.0478278,3.68907,3.69674,-1.29372e-10,2.55151e-11,3.00332e-09,3.00621e-09
241,803.69,3430.69,0,3523.57,0.0551387,0.239968,3.68564,3.69386,3.02104e-11,1.3232e-10,3.0012e-09,3.00427e-09
433,-861.876,3444.17,0,3550.37,-0.0616912,0.24064,3.68524,3.69361,-3.44752e-11,1.3259e-10,3.00094e-09,3.00406e-09
814,-3101.84,-1731.56,0,3552.42,-0.217203,-0.123279,3.68496,3.69342,-1.20849e-10,-6.95945e-11,3.00006e-09,3.0033e-09
499,213.375,-3695.54,0,3701.69,0.0168557,-0.256982,3.67961,3.68861,9.30733e-12,-1.42514e-10,2.9962e-09,2.99961e-09
664,3044.3,2290.78,0,3809.91,0.211591,0.158141,3.67667,3.68615,1.16689e-10,8.67699e-11,2.99458e-09,2.9981e-09
827,1792.22,-3400.42,0,3843.81,0.126658,-0.235323,3.67582,3.68552,7.00045e-11,-1.30446e-10,2.99371e-09,2.99737e-09
500,-1351.19,-3577.76,0,3824.41,-0.0939762,-0.2505,3.67542,3.68515,-5.24458e-11,-1.39556e-10,2.99308e-09,2.99679e-09
236,1716.98,3424.56,0,3830.88,0.119377,0.238015,3.67509,3.68472,6.58992e-11,1.31155e-10,2.99346e-09,2.99705e-09
317,-2023.08,3364.51,0,3925.91,-0.141875,0.234598,3.66997,3.6802,-7.8707e-11,1.29279e-10,2.98978e-09,2.99361e-09
240,29.2714,4000.17,0,4000.27,0.0008282,0.280604,3.66748,3.67819,2.13481e-13,1.55218e-10,2.98796e-09,2.99199e-09
661,3906.8,-1201.49,0,4087.38,0.270968,-0.0882672,3.66605,3.67711,1.4946e-10,-5.02884e-11,2.98691e-09,2.99107e-09
515,4191.41,554.152,0,4227.88,0.293213,0.0343767,3.66038,3.67227,1.62344e-10,1.78772e-11,2.98266e-09,2.98713e-09
503,-4154.08,-754.663,0,4222.08,-0.289788,-0.0549598,3.66014,3.67201,-1.6129e-10,-3.19655e-11,2.982e-09,2.98653e-09
516,3786,1648.53,0,4129.33,0.263989,0.112916,3.66039,3.67164,1.45909e-10,6.17712e-11,2.98263e-09,2.98684e-09
