Point ID,Points_0,Points_1,Points_2,Points_Magnitude,displacement_0,displacement_1,displacement_2,displacement_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude
0,-88042.8,35925.9,0,95090.5,-0.0158236,0.00788525,-0.0146114,0.0229359,2.48796e-11,-2.00299e-12,-1.00957e-10,1.03996e-10
1,-87111,52500.1,0,101708,-0.0142465,0.0106537,-0.00388919,0.0182096,3.36448e-12,9.57066e-12,-4.05382e-11,4.17883e-11
2,-74638.7,45062.8,0,87187.1,-0.0168752,0.0110579,-0.0266255,0.033406,4.08859e-11,-1.65411e-11,-1.6673e-10,1.72465e-10
3,-112988,95412.8,0,147885,-0.00540626,0.00612102,0.00407984,0.00912905,-1.00481e-11,1.41912e-11,1.21651e-11,2.12213e-11
4,122585,-150000,0,193719,0.00250179,0,0.00427203,0.00495068,5.94392e-12,0,1.48157e-11,1.59635e-11
5,-73503.3,60039,0,94907.4,-0.0130288,0.0125349,-0.0112332,0.0212852,1.94593e-11,-2.94045e-12,-8.00542e-11,8.24378e-11
6,52500.7,87111.4,0,101709,0.00896046,0.0143369,-0.00462955,0.0175291,-3.69245e-13,-4.87353e-12,-4.36429e-11,4.39158e-11
7,60041.1,73504.9,0,94910,0.0108963,0.0144023,-0.0117211,0.02153,-1.30723e-11,-1.30113e-11,-8.63186e-11,8.82671e-11
8,45064.1,74639.7,0,87188.6,0.0108605,0.0173084,-0.0302033,0.036466,-2.09575e-11,-3.91523e-11,-1.83458e-10,1.88756e-10
9,-114318,73854.6,0,136099,-0.00722865,0.00743065,0.00494393,0.0114852,-1.1493e-11,1.65812e-11,1.44691e-11,2.48271e-11
10,-93066.1,82416,0,124313,-0.00924532,0.0096164,0.00680491,0.0149752,-1.29974e-11,1.87684e-11,1.91847e-11,2.98201e-11
11,-75377.2,30343.4,0,81255.5,-0.023395,0.0103074,-0.0469905,0.0534946,5.29006e-11,-1.46173e-11,-2.69299e-10,2.74835e-10
12,-63699.6,38111.9,0,74230.4,-0.0295096,0.0147317,-0.0733155,0.0803928,5.56691e-11,-4.06735e-11,-4.08943e-10,4.14714e-10
13,37449.2,-39392.6,0,54352.7,0.136358,-0.15082,-0.0663197,0.213865,2.05245e-10,-2.32455e-10,-4.24546e-10,5.25738e-10
14,29861.7,-40130.5,0,50021.8,0.172653,-0.236644,0.0161632,0.293379,3.00757e-10,-4.11536e-10,-9.28126e-11,5.18103e-10
15,32757.3,-33495.5,0,46850.8,0.274102,-0.286324,0.139521,0.420214,5.13379e-10,-5.47581e-10,3.68055e-10,8.35983e-10
16,-5849.89,118265,0,118409,-0.000512898,0.00997074,0.00433518,0.0108845,1.99481e-12,3.83544e-12,7.5337e-12,8.68599e-12
17,88672.4,19175.4,0,90722,0.0170846,0.00305011,-0.0245311,0.0300493,-3.67943e-11,-1.0399e-11,-1.48353e-10,1.53201e-10
18,84268.6,37659.3,0,92300.7,0.0146507,0.0066474,-0.0131374,0.0207707,-3.17295e-11,-1.56033e-11,-9.45505e-11,1.00946e-10
19,75656.1,22514.3,0,78935,0.0220216,0.00634999,-0.0531968,0.0579238,-7.49653e-11,-2.33768e-11,-3.04659e-10,3.14616e-10
20,38399.8,-133138,0,138565,0.004323,-0.00522623,0.00625605,0.00922713,8.95252e-12,-8.75739e-12,1.84208e-11,2.22748e-11
21,30776.7,-150000,0,153125,0.00303157,0,0.00634964,0.00703622,6.22876e-12,0,1.78656e-11,1.89203e-11
22,51914.1,-150000,0,158730,0.00456419,0,0.00682637,0.00821165,1.03443e-11,0,1.95127e-11,2.20851e-11
23,-18649.6,-25892.5,0,31909.7,-0.636526,-0.891388,1.6994,2.02181,-1.10238e-09,-1.54156e-09,4.83072e-09,5.18917e-09
24,-15531.1,-22640.6,0,27455.7,-0.74546,-1.10656,2.61094,2.9321,-1.20052e-09,-1.78648e-09,6.94501e-09,7.27089e-09
25,-133938,2013.65,0,133953,-0.00561615,0.000666946,0.00595414,0.00821205,-7.14588e-12,3.61406e-12,1.5311e-11,1.72786e-11
26,-133854,-18281.5,0,135097,-0.00532611,-0.00201469,0.00620993,0.00842554,-6.89797e-12,-2.13031e-12,1.72252e-11,1.86769e-11
27,-118265,-5849.88,0,118409,-0.01041,-0.000755,0.0041247,0.0112228,-5.19574e-12,6.58229e-13,3.68517e-12,6.40386e-12
28,-9122.73,-27956.1,0,29407,-0.364388,-1.19052,2.20871,2.53545,-6.04959e-10,-1.98232e-09,6.04023e-09,6.38592e-09
29,150000,150000,0,212132,0,0,0.00220719,0.00220719,0,0,6.96582e-12,6.96582e-12
30,129139,129210,0,182680,0.0020918,0.00202271,0.00264553,0.00393266,4.88764e-12,4.53195e-12,8.01973e-12,1.0428e-11
31,150000,122585,0,193719,0,0.00241359,0.00271863,0.00363543,0,5.53348e-12,8.48566e-12,1.01304e-11
32,-11075.8,-23798.4,0,26249.6,-0.609317,-1.26387,2.89944,3.22109,-9.83326e-10,-1.99653e-09,7.56161e-09,7.88232e-09
33,-12653.7,-19752.9,0,23458.3,-0.77543,-1.24453,3.5903,3.8782,-1.17553e-09,-1.89446e-09,8.99871e-09,9.27079e-09
34,-37648.6,84248.4,0,92278,-0.00748766,0.0155189,-0.0145811,0.0225723,1.37813e-11,-2.98471e-11,-9.9119e-11,1.04429e-10
35,-46077.5,71159.7,0,84775.2,-0.00940269,0.0164676,-0.034393,0.0392743,3.89329e-11,-5.05788e-11,-2.07817e-10,2.17398e-10
36,85334.7,131806,0,157019,0.00519877,0.00342125,0.00445563,0.00765407,1.20528e-11,6.78762e-12,1.36084e-11,1.94044e-11
37,122585,150000,0,193719,0.00253062,0,0.00279413,0.00376977,6.06518e-12,0,8.87716e-12,1.07513e-11
38,103137,13089.1,0,103965,0.0140532,0.00186963,-0.00258611,0.014411,-9.2325e-12,-7.89774e-13,-3.20909e-11,3.3402e-11
39,89460.7,1522.34,0,89473.6,0.0184738,-0.00139607,-0.0251321,0.0312227,-3.71887e-11,-8.13755e-12,-1.57253e-10,1.61795e-10
40,-107397,-131396,0,169703,-0.00395908,-0.00276246,0.00369888,0.00608171,-9.05274e-12,-6.67011e-12,1.15901e-11,1.61485e-11
