Point ID,Points_0,Points_1,Points_2,Points_Magnitude,displacement_0,displacement_1,displacement_2,displacement_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude
0,-88042.8,35925.9,0,95090.5,-0.0128649,0.00566528,0.00255791,0.0142879,-8.53288e-12,3.64422e-12,-5.15077e-12,1.06123e-11
1,-87111,52500.1,0,101708,-0.00861574,0.00520974,0.00162286,0.0101983,-7.31513e-12,4.96994e-12,-1.18142e-12,8.92229e-12
2,-74638.7,45062.8,0,87187.1,-0.0163117,0.0100309,0.00373466,0.0195099,-9.30948e-12,5.39107e-12,-9.92319e-12,1.46356e-11
3,-112988,95412.8,0,147885,-0.0015815,0.00159929,0.000340985,0.00227489,-2.66151e-12,2.88412e-12,2.34695e-12,4.57274e-12
4,122585,-150000,0,193719,0.000572932,0,0.000241527,0.000621761,1.21106e-12,0,2.15371e-12,2.47086e-12
5,-73503.3,60039,0,94907.4,-0.0101524,0.00832728,0.00234295,0.0133381,-7.06766e-12,6.03823e-12,-4.37448e-12,1.02737e-11
6,52500.7,87111.4,0,101709,0.0052193,0.0090346,0.00168091,0.0105684,4.5515e-12,7.34082e-12,-1.4354e-12,8.75581e-12
7,60041.1,73504.9,0,94910,0.00819804,0.0101916,0.00255713,0.0133272,5.7119e-12,7.6047e-12,-4.19964e-12,1.03968e-11
8,45064.1,74639.7,0,87188.6,0.0103368,0.0164773,0.00315334,0.0197052,5.47187e-12,9.29302e-12,-1.0978e-11,1.53889e-11
9,-114318,73854.6,0,136099,-0.00239509,0.00205908,0.000536186,0.00320371,-3.56909e-12,3.47864e-12,2.67395e-12,5.65591e-12
10,-93066.1,82416,0,124313,-0.00334783,0.00307255,0.00109802,0.00467484,-4.55416e-12,4.48891e-12,3.34005e-12,7.21434e-12
11,-75377.2,30343.4,0,81255.5,-0.0236291,0.00971721,0.00467802,0.0259738,-1.22664e-11,4.92088e-12,-1.73773e-11,2.18323e-11
12,-63699.6,38111.9,0,74230.4,-0.0296571,0.0167087,0.00671493,0.0346961,-1.48516e-11,7.67123e-12,-2.69908e-11,3.17477e-11
